Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
310,0,0,SearchAvail,(Ihre Sachen durchsuchen.)ADD_MINUTES:1,(Du durchsuchst ihr Zeug und findest viel|interessantes.) Du kleine Diebin!,310,-1,0,Search()
320,0,0,Common_PlayerNotRestrained,(Kitzeln.)ADD_MINUTES:1,(Sie versucht dir auszuweichen und lacht leise.),320,0,0,
320,0,0,Common_PlayerNotRestrained,(Knebel entfernen.)ADD_MINUTES:1,(Du lockerst langsam ihern Knebel.)|Junge Dame! Dies ist äußerst unangemessen.,310,0,0,Ungag()
330,0,0,Common_PlayerNotRestrained,(Kitzeln.)ADD_MINUTES:1,(Sie versucht dir auszuweichen und lacht leise.)|Du gräbst deine Grube nur noch tiefer!,330,0,0,
330,0,0,SearchAvail,(Ihre Sachen durchsuchen.)ADD_MINUTES:1,(Du durchsuchst ihr Zeug und findest viel|interessantes.) Du kleine Diebin!,330,-1,0,Search()
340,0,0,Common_PlayerNotRestrained,(Kitzeln.)ADD_MINUTES:1,(Sie versucht dir auszuweichen und lacht leise.),340,0,0,
340,0,0,Common_PlayerNotRestrained,(Knebel entfernen.)ADD_MINUTES:1,(Du lockerst langsam ihern Knebel.)|Junge Dame! Dies ist äußerst unangemessen.,330,0,0,Ungag()
410,0,0,Common_PlayerNotRestrained,(Auspeitschen.)ADD_MINUTES:1,(Du gibst ihr einen heftigen Gertenhieb.)|Kleines Fräulein! Das wirst du noch bereuen!,410,0,0,Whip()
410,0,0,Common_PlayerNotRestrained,(Gerte weglegen.)ADD_MINUTES:1,(Du legst die Gerte weg und|hilfst ihr wieder auf die Beine.),310,0,0,
420,0,0,Common_PlayerNotRestrained,(Auspeitschen.)ADD_MINUTES:1,(Du gibst ihr einen heftigen Gertenhieb.)|(Sie kreischt wütend in den Knebel.),420,0,0,Whip()
420,0,0,Common_PlayerNotRestrained,(Gerte weglegen.)ADD_MINUTES:1,(Du legst die Gerte weg und|hilfst ihr wieder auf die Beine.),320,0,0,
420,0,0,Common_PlayerNotRestrained,(Knebel entfernen.)ADD_MINUTES:1,(Du lockerst langsam ihern Knebel.)|Junge Dame! Dies ist äußerst unangemessen.,410,0,0,Ungag()
430,0,0,Common_PlayerNotRestrained,(Auspeitschen.)ADD_MINUTES:1,(Du gibst ihr einen heftigen Gertenhieb.)|Kleines Fräulein! Das wirst du noch bereuen!,430,0,0,Whip()
430,0,0,Common_PlayerNotRestrained,(Gerte weglegen.)ADD_MINUTES:1,(Du legst die Gerte weg und|hilfst ihr wieder auf die Beine.),330,0,0,
440,0,0,Common_PlayerNotRestrained,(Auspeitschen.)ADD_MINUTES:1,(Du gibst ihr einen heftigen Gertenhieb.)|(Sie kreischt wütend in den Knebel.),440,0,0,Whip()
440,0,0,Common_PlayerNotRestrained,(Gerte weglegen.)ADD_MINUTES:1,(Du legst die Gerte weg und|hilfst ihr wieder auf die Beine.),340,0,0,
440,0,0,Common_PlayerNotRestrained,(Knebel entfernen.)ADD_MINUTES:1,(Du lockerst langsam ihern Knebel.)|Junge Dame! Dies ist äußerst unangemessen.,430,0,0,Ungag()
